new_id,degree,degree_centrality,clustering,pagerank,closeness,betweenness,community,num_features,days,views,mature
0,2,0.00043038519474930065,1.0,4.744251357059974e-05,0.34409477971121805,0.0,0,19,1347,1925,False
1819,1022,0.21992683451689263,0.01095583739513274,0.008990138290581632,0.5168501835168502,0.10738142504763713,0,13,2221,18196139,False
2840,22,0.004734237142242307,0.11255411255411256,0.00019918153992883823,0.395691416893733,0.0001386094769547132,0,29,2138,3555,False
1,9,0.001936733376371853,0.1111111111111111,0.00014530944718100584,0.34801168276791733,0.0002662604674355922,13,23,1637,2350,False
1565,595,0.12803959543791693,0.032447726565373626,0.004584898162223154,0.48936394271272116,0.043826151654012054,1,40,1877,9362112,False
1309,35,0.0075317409081127615,0.21176470588235294,0.0002673255966163906,0.39612991219844856,0.00041430702135886974,1,15,1652,15187,True
1397,357,0.07682375726275016,0.045258552859345984,0.002766012881371078,0.4466122056703508,0.013877684124533062,1,18,2207,16730655,False
2677,101,0.02173445233483968,0.13841584158415843,0.0007019472271936227,0.43670707640259376,0.0019156682696681233,1,12,1268,2502,False
3497,3,0.000645577792123951,0.0,6.22489745311463e-05,0.29154903067946547,3.1377234025777095e-06,13,23,597,6570,True
357,5,0.0010759629868732517,0.1,9.861816352681085e-05,0.3256482130343378,2.9243778478439214e-05,13,20,1749,2474,False
1492,1,0.00021519259737465033,0.0,4.602303398383771e-05,0.2581810100561142,0.0,13,19,424,565,False
4125,20,0.004303851947493007,0.19473684210526315,0.00016635497808817324,0.36740986717267554,7.789527542282139e-05,0,17,1669,4679,True
1351,330,0.07101355713363461,0.02018973933867551,0.002678743786710921,0.41808367071524966,0.011969657018676144,0,16,2417,11473871,False
2,8,0.0017215407789972026,0.14285714285714285,9.826368311206137e-05,0.35655643366838025,1.2191448371289247e-05,0,18,477,996,False
1437,12,0.002582311168495804,0.12121212121212122,0.00013288062751151748,0.3488476841077997,0.00013851081116485694,0,31,483,10837,False
1728,240,0.051646223369916075,0.018514644351464434,0.0019195279959096899,0.39926110490591976,0.008307599370750693,0,16,2018,18736265,False
214,46,0.009898859479233914,0.11690821256038647,0.00037471994898589413,0.3858352706741946,0.0002418478669782545,0,12,2081,284078,False
485,158,0.03400043038519475,0.04660162863823269,0.0012570524155431934,0.40913893291072373,0.003984124260975077,0,44,2226,1201689,False
2753,45,0.009683666881859265,0.06363636363636363,0.00038928048011665085,0.3525529170776117,0.00023601396525684524,0,12,1887,435117,False
676,4,0.0008607703894986013,0.5,6.911633107117517e-05,0.3493984962406015,2.102982712523934e-06,2,12,659,471,False
3719,1012,0.21777490854314613,0.013214326206198222,0.008885014291747519,0.5174832962138085,0.10324448875384629,2,25,1689,24711860,False
3,24,0.005164622336991608,0.27898550724637683,0.00018019949419122334,0.400672529746508,4.5568494799177496e-05,0,19,761,4469,False
3830,226,0.04863352700667097,0.05089478859390364,0.0016241994233052487,0.4371178628539178,0.004842560374685018,0,17,1486,1286166,False
2504,72,0.015493867010974823,0.18192488262910797,0.0005249231209061614,0.4058160859313597,0.0006044063789047458,0,15,867,2680,True
3387,147,0.0316333118140736,0.15618302115366695,0.0010029619022437224,0.4077031058080365,0.0018587968832404175,1,21,1558,127321,True
4528,44,0.009468474284484614,0.23150105708245244,0.00032279973448803633,0.38695978016487637,0.0003550140294157821,2,19,800,13082,True
246,56,0.012050785452980418,0.17987012987012987,0.0003923494965873185,0.3904057800554482,0.0003382744280696988,0,13,441,157093,True
1266,66,0.014202711426726921,0.10116550116550116,0.00048761693945556495,0.3846854304635762,0.0005587529745658712,0,25,1291,109875,False
982,572,0.12309016569829999,0.027965904498303797,0.004370308860462088,0.4736037505095801,0.029753838263018105,0,18,1863,5335000,False
596,612,0.131697869593286,0.021388915631719137,0.004848479801556566,0.4690149374243036,0.03259172392568299,0,59,925,4087642,False
291,237,0.051000645577792124,0.12304226560823857,0.0015357190439265673,0.44215033301617507,0.0035398297785690144,0,17,1403,537877,False
2480,299,0.06434258661502044,0.06581221521402437,0.002118623765616704,0.44202416056311233,0.010775814462240138,0,17,1736,1018079,False
1676,122,0.02625349687970734,0.11637989432326243,0.0008169504727953696,0.4253546910755149,0.0018770319735845135,0,13,1509,98406,True
1450,59,0.01269636324510437,0.18001168907071888,0.0004129437158047741,0.40824035842923656,0.0002903481767756567,0,21,1829,44514,True
79,125,0.02689907467183129,0.10529032258064516,0.0009395384549348241,0.43790049001130793,0.0036137096338370537,0,18,1854,188709,True
2112,267,0.057456423499031635,0.021542620596434907,0.002266531030850838,0.42676095141886305,0.008924812118275796,1,26,1550,3055407,False
222,142,0.030557348827200344,0.12875836579762262,0.0010027165396322096,0.4281370923161968,0.0025197673386664014,0,22,1686,141243,False
2558,157,0.033785237787820104,0.14592520006532744,0.0010428855769124817,0.446783963080473,0.0015447021818639926,0,23,1370,261714,False
574,290,0.06240585323864859,0.0911108459611025,0.0019331033746366618,0.446783963080473,0.007988104794585739,0,41,1113,333288,False
1376,324,0.0697224015493867,0.0572182089209953,0.0022749206133771314,0.43361015209480264,0.007718623071808934,1,15,2147,2736354,False
2306,262,0.056380460512158385,0.054751250329033954,0.0019306235860178332,0.4406827880512091,0.007533767415798465,0,22,2012,2134346,False
4642,98,0.02108887454271573,0.13002314327792974,0.0007380568341821559,0.42857142857142855,0.0011282081892944463,0,30,2363,940434,False
1988,123,0.02646868947708199,0.05930960948953752,0.000909607659572165,0.38766997580712437,0.0009052071257327785,0,18,662,1299350,False
2922,408,0.08779857972885734,0.03981789275906923,0.0030695267942637354,0.4355609710375855,0.01793812899451535,1,13,1558,1868705,False
896,187,0.04024101570905961,0.08998907480880916,0.0012761391231248707,0.4184601530841963,0.0015151226997537077,0,19,2102,1247455,False
4,32,0.00688616311598881,0.09879032258064516,0.000294070366260384,0.3586755171349182,0.0003360103434286422,0,12,1060,215460,False
2213,44,0.009468474284484614,0.11945031712473574,0.00033334568209929575,0.39670479767799216,0.00023144023555270166,0,23,973,2919,False
7,5,0.0010759629868732517,0.0,6.807136224145851e-05,0.3495298984580669,1.7440431008663478e-05,0,19,678,1314,False
1169,29,0.006240585323864859,0.16995073891625614,0.00022232966685260865,0.38900050226017074,0.0001328036129409118,0,21,1268,29191,False
963,94,0.02022810415321713,0.14870738961336077,0.0007098991425258368,0.4264867841409692,0.0013039045835382963,0,39,1838,437199,False
2647,17,0.0036582741553690557,0.13970588235294118,0.00017871673299978325,0.35451632590784254,0.00034873569491270694,0,15,371,41897,True
2182,21,0.004519044544867657,0.23333333333333334,0.00016838691239342394,0.35268670309653916,3.1596764983138135e-05,0,15,785,87328,False
1011,8,0.0017215407789972026,0.17857142857142858,9.545570523328482e-05,0.3423708833713991,2.8537619242883805e-05,0,20,817,1707,False
1264,266,0.05724123090165699,0.09184281458362889,0.0018968671189152127,0.46192842942345924,0.00944852990948257,0,17,2768,331173,False
3984,49,0.010544437271357865,0.39200680272108845,0.00033989277268417695,0.3987129987129987,0.00039033810345125744,2,17,936,1157,True
483,145,0.031202926619324296,0.043773946360153256,0.0011355773021118464,0.3994670334393536,0.0031250262197974146,0,13,1565,3145457,False
4397,447,0.0961910910264687,0.04526439341499383,0.0033616135319110606,0.4828051948051948,0.0266166858923612,0,22,1803,4114167,False
1480,9,0.001936733376371853,0.1388888888888889,9.186387849446836e-05,0.34019033674963395,2.501940532632497e-05,0,17,381,2414,False
3767,65,0.013987518829352272,0.19807692307692307,0.00044390544638896407,0.40895890169849514,0.0007058914830366911,0,18,1381,75193,True
1447,6,0.001291155584247902,0.26666666666666666,7.343025578464735e-05,0.33816038422354827,5.009507928498137e-06,0,15,1304,627,False
2771,22,0.004734237142242307,0.19913419913419914,0.0001734340056503106,0.37072197846031113,3.509459404867024e-05,0,21,2343,2625,False
3737,21,0.004519044544867657,0.17142857142857143,0.00018015208969655841,0.38246913580246916,0.00025841603418027604,0,21,585,2975,True
1451,25,0.005379814934366258,0.2,0.00020121912244528832,0.38757297748123437,0.0001069076419204827,0,17,1632,1356,False
1827,90,0.01936733376371853,0.2324594257178527,0.0005980106490899292,0.3998795284398933,0.000705328617624796,0,11,1352,31034,True
4423,27,0.005810200129115559,0.2535612535612536,0.00020620323338121788,0.40859931416512796,0.00010527150291363348,0,14,1131,1414,False
1121,59,0.01269636324510437,0.15604909409701928,0.0004174822924492029,0.4020939690231029,0.00045780678460080913,0,19,2450,77860,True
2414,10,0.0021519259737465034,0.13333333333333333,0.00011123241731976892,0.3166825678070056,2.0116263408235367e-05,0,15,1338,12322,True
4217,34,0.007316548310738111,0.0962566844919786,0.0002870063535104049,0.3835740817168799,0.00020777081463264137,0,18,2012,3440,False
1067,19,0.004088659350118356,0.21052631578947367,0.00015987931897469874,0.3819661351306921,5.27123519029098e-05,0,15,1145,3926,False
3675,1,0.00021519259737465033,0.0,4.0028387533619605e-05,0.2640040904442677,0.0,0,22,209,929,True
1513,30,0.006455777921239509,0.17011494252873563,0.00023016541602038465,0.39881565396498453,0.00020943695245360895,0,15,2124,4157,False
4121,51,0.010974822466107167,0.14980392156862746,0.00040508806007564564,0.39592740904830875,0.0009627570892952244,0,19,3189,14028,False
1083,19,0.004088659350118356,0.14619883040935672,0.000194400993205536,0.3566111580078275,0.0004324370970869779,0,18,577,3290,False
2853,94,0.02022810415321713,0.14047128803477466,0.0006751045316995883,0.43478667664670656,0.002030863134737616,0,21,1916,1498,False
793,79,0.017000215192597375,0.26582278481012656,0.000532476328026078,0.40881499076273425,0.00040161501455809374,0,19,2063,63890,False
549,24,0.005164622336991608,0.21739130434782608,0.00020843808745991951,0.3826581027667984,0.00025754313625847905,0,14,1203,349,False
3159,9,0.001936733376371853,0.08333333333333333,9.682241565425113e-05,0.34254754533392306,6.120793770568957e-05,0,17,1755,826,False
5,17,0.0036582741553690557,0.3602941176470588,0.00014924353288142374,0.32803896653960185,8.611130150828794e-06,1,18,2344,157612,True
3655,54,0.011620400258231118,0.17330538085255065,0.0004266011913832538,0.38332096015837663,0.0007685868329132062,1,16,1283,1522,False
3022,21,0.004519044544867657,0.23809523809523808,0.00016879035774437345,0.3519654623949102,4.087680300474867e-05,1,20,1885,4271,True
570,139,0.029911771035076397,0.12668126368470442,0.0009626238443824731,0.4120776802341048,0.0030440468299209383,1,45,1598,59614,False
2348,14,0.0030126963632451046,0.12087912087912088,0.00013050137703094004,0.33569313010185653,1.9283353111235616e-05,1,40,868,278811,False
2273,17,0.0036582741553690557,0.47058823529411764,0.00014156542677063846,0.3489000675726406,4.6931311399528086e-05,1,14,1546,1264,True
4001,69,0.014848289218850872,0.1628303495311168,0.0005061806326673663,0.4294030678248013,0.0013458406073820427,1,32,2362,85095,True
4228,18,0.003873466752743706,0.29411764705882354,0.00015543111278558676,0.3693665050472935,0.00015048235556206765,1,23,2260,46695,False
3762,11,0.0023671185711211535,0.38181818181818183,0.00010593543007554365,0.3395936860567086,7.437458867752764e-06,1,18,235,1496,False
2483,30,0.006455777921239509,0.12643678160919541,0.00026717338915820376,0.40303555941023417,0.0004264371486534925,0,17,473,862,False
111,123,0.02646868947708199,0.16979874716779955,0.0008187963922095502,0.4042978945536802,0.002117123996390752,1,41,1432,118173,False
3915,24,0.005164622336991608,0.2210144927536232,0.0002127537845694495,0.33828346800611486,4.1292246764210116e-05,1,49,2155,387904,False
140,30,0.006455777921239509,0.36551724137931035,0.000242555719451653,0.33547502165752235,0.0001010876921881171,1,27,1841,2621,False
3128,26,0.005595007531740908,0.3323076923076923,0.0002213856852543614,0.33806198166739415,0.000170555855151039,1,18,1281,3383,False
1832,40,0.008607703894986014,0.29102564102564105,0.00030261459735269594,0.39936404262633207,0.0003806506041101048,1,16,1014,5916,False
4569,171,0.036797934151065206,0.11902304781561747,0.0011595514875483493,0.43499017130019657,0.0053925286043591935,1,19,2077,5911,False
1604,25,0.005379814934366258,0.12666666666666668,0.00022227318742038563,0.34211882500184054,6.466419816265686e-05,1,22,1778,43294,False
531,43,0.009253281687109965,0.2967884828349945,0.0003097276227252536,0.361775009731413,0.00011254346162371668,1,16,1730,3363,False
6,3,0.000645577792123951,0.3333333333333333,5.837640006371268e-05,0.3296913799219581,5.6862262910845835e-06,15,13,179,1087,False
1047,37,0.007962126102862063,0.26876876876876876,0.00027388303140128895,0.38481285193772774,0.00022845552300124585,1,14,1153,10807,False
2280,6,0.001291155584247902,0.0,9.427797633545148e-05,0.3036659478533621,3.6552496473920483e-06,15,20,495,10095,False
8,6,0.001291155584247902,0.13333333333333333,8.91235074606872e-05,0.33143142429213324,2.267884392849835e-05,2,24,604,3298,False
3235,324,0.0697224015493867,0.05159958720330237,0.002347587151384701,0.44341603053435114,0.009563818187108284,0,31,1838,695020,True
4162,7,0.0015063481816225523,0.14285714285714285,0.00011635854335493938,0.2948229920060906,8.930824484437916e-06,2,23,702,4457,False
2864,449,0.096621476221218,0.014566099268215081,0.00403195010088056,0.4475154083204931,0.030749481764324946,0,24,1302,2924225,False
4245,5,0.0010759629868732517,0.3,7.239709772615806e-05,0.3538414680575649,1.810630839534467e-05,0,17,279,1142,False
2891,47,0.010114052076608565,0.16003700277520813,0.00035394285396630657,0.3947167247090801,0.0002166239735960111,0,24,1205,37716,False
755,13,0.002797503765870454,0.07692307692307693,0.0001556273444865856,0.33887551957996065,0.00017020484223922338,0,23,770,30789,False
10,6,0.001291155584247902,0.4,7.737840004870943e-05,0.35167246859391554,1.1331545845839437e-05,0,19,1024,9735,False
2574,78,0.016785022595222725,0.05727605727605728,0.0006812213847354732,0.4013299939545729,0.0009328610283581566,0,16,1259,733172,False
1857,91,0.01958252636109318,0.04713064713064713,0.000763275738225468,0.38900050226017074,0.0027377354027351723,1,25,1203,943,False
781,386,0.08306434258661502,0.017266671152681514,0.0033202493731297397,0.4248879948797659,0.010851779433391325,0,14,1056,2147047,False
1873,20,0.004303851947493007,0.1368421052631579,0.00020087840441673676,0.3737633716721628,0.00021801605850669365,1,13,1504,8967,False
1084,310,0.0667097051861416,0.018457041444827228,0.0027413968935102286,0.41729525862068967,0.007133189057577382,0,16,1278,1111200,False
11,6,0.001291155584247902,0.4,7.241617903470991e-05,0.3850679482930063,5.3294265502365985e-06,0,18,1229,1186,True
4142,554,0.11921669894555628,0.03495864369601974,0.004197037265617364,0.43103608199610427,0.018155340700710607,1,38,1993,4073448,True
406,255,0.05487411233053583,0.05060985023930832,0.0019330655337183881,0.4480763667920162,0.0061951829192124245,0,13,2392,2495428,False
2847,263,0.05659565310953304,0.028183322207064695,0.0021149928398750775,0.43490875058493217,0.008871501073042033,0,12,2456,784483,True
12,182,0.03916505272218636,0.13338595106550907,0.0012477072212632482,0.4328024587873708,0.0034809531217146854,1,22,2122,2239736,False
43,39,0.008392511297611363,0.340080971659919,0.0002794657252294645,0.3879288755321813,8.659517060180411e-05,1,18,957,83417,False
3436,51,0.010974822466107167,0.22745098039215686,0.0003858458335265507,0.3627634660421546,0.0005996216689105587,1,17,1743,410942,False
2578,38,0.008177318700236712,0.24182076813655762,0.0002693267559267817,0.38981629057964934,8.712075873313558e-05,1,10,1374,31525,False
